Key,Português [pt-BR]
EVENT_ROAD_JOTL_19_RESULT_A,"The messenger hands over a piece of paper, and the Red Guard's expression goes dark. On the parchment is nothing but a simple image of a snake coiled around a sun, but it takes a few more drinks before the Red Guard speaks again. They explain that exile from the Red Order in Jhinda typically means death, but the Red Guard fled to Gloomhaven, and now fate has caught up with them. There is a location written on the back. The Red Guard must go soon or they will be hunted."
EVENT_ROAD_JOTL_19_RESULT_B,The messenger eventually leaves looking even more confused than when he entered.
EVENT_ROAD_JOTL_20_INTRO,"You are enjoying a lunch of unidentifiable meat purchased from a Quatryl street vendor on the Silent Bridge when you run across a curious poster. It advertises there will be a large fighting competition in Gloomhaven Square in a matter of days.

At first, you discount it as not something worth your time, but perhaps you could be interested, if you have something to prove."
EVENT_ROAD_JOTL_20_OPTION_A,Sign up for the competition.
EVENT_ROAD_JOTL_20_OPTION_B,Ignore the poster and continue enjoying your lunch.
EVENT_ROAD_JOTL_20_RESULT_A,"The Hatchet is very eager to join the competition and prove they are the greatest fighter, and so you oblige. It is an individual competition, though, so the rest of you will have to cheer from the sidelines."
EVENT_ROAD_JOTL_20_RESULT_B,"The meat is very enjoyable, though it does result in some stomach pains an hour or so later."
EVENT_ROAD_JOTL_21_INTRO,"Your purse is quite empty after a bad night of gambling at the Sleeping Lion. You are contemplating how best to cheat without getting caught when an intense negative feeling washes over you.

At first, you assume it is guilt, but you have your suspicions that it could be something far worse. You try to focus on the game, but something terrible keeps nagging at you."
EVENT_ROAD_JOTL_21_OPTION_A,Attempt to find the root of the negative energy.
EVENT_ROAD_JOTL_21_OPTION_B,Shake the nagging feeling and concentrate on the game.
EVENT_ROAD_JOTL_21_RESULT_A,"The Voidwarden exits the Sleeping Lion and holds a hand up to the sky. Very quickly, they turn to the rest of the group with a panicked expression. The Voidwarden warns that something is wrong with the Void. Whatever rests inside it is stirring, and something terrible is coming as a result."
EVENT_ROAD_JOTL_21_RESULT_B,"Eventually, your luck turns, and you are at least able to recover your lost money. You suppose the feeling wasn't so negative after all."
EVENT_ROAD_JOTL_22_INTRO,"You are having a nice stroll through the New Market, perusing incredibly expensive wares you could never afford, when you spot a gruff looking man wading through the crowd. He seems out of place.

If you had to guess, you'd say he was some sort of carpenter. As he approaches, you get the feeling that you know him, but you can't quite figure out why."
EVENT_ROAD_JOTL_22_OPTION_A,Greet the man.
EVENT_ROAD_JOTL_22_OPTION_B,Ignore the feeling and carry on with your business.
EVENT_ROAD_JOTL_22_RESULT_A,"The man's face lights up as you approach. You recognize him as the Demolitionist's old boss. It turns out he's actually glad to have run across you, as he has a job that you may be uniquely suited for. He has a building in the Coin District that needs to be demolished. A wealthy merchant bought the property out from under someone else to expand his own estate. The trouble is that the previous owner is said to have cursed it in a fit of rage. Destroying it may be tricky."
EVENT_ROAD_JOTL_22_RESULT_B,"After a little more walking, you find a truly amazing tapestry embroidered with a great battle scene between humans and Valraths, said to be recovered from an ancient storehouse in Demonsgate. It is worth more money than you've spent in your entire life."
Quest_JOTL_001_RoadsideAmbush_NAME,Emboscada na Estrada
Quest_JOTL_001_RoadsideAmbush_DESC,A esposa de um ferreiro local quer informações sobre onde ele pode estar.
Quest_JOTL_001_RoadsideAmbush_LIST,Investigue um ferreiro desaparecido
Quest_JOTL_001_RoadsideAmbush_INTRO_GH_1,"Um novo dia e enquanto cuida de uma ressaca infernal, você se arrasta para fora da cama para conhecer a esposa de um ferreiro local, Sandy, que conseguiu de alguma forma juntar dinheiro suficiente para contratá-lo para encontrar seu marido. Você não tem certeza de onde veio o dinheiro, mas, não importa a fonte, não pode ter sido fácil. Logo depois você se prepara para sair da cidade para o Rio Still para investigar."
Quest_JOTL_001_RoadsideAmbush_INTRO_GH_2,"É verdade, Sandy foi um pouco leve no pagamento, mas você é um dos grupos de mercenários mais conhecidos nesta porcaria de cidade. Certamente, não faz mal atender um caso de caridade de vez em quando. Afinal, conseguir bons empregos é tudo sobre manter uma boa reputação. É por isso que você realmente precisa chegar ao fundo disso e não voltar para a viúva com nada além de calos nos pés."
Quest_JOTL_001_RoadsideAmbush_INTRO_GH_3,"Além disso, você provavelmente não deveria chamá-la de viúva na cara dela, pelo menos não até que o destino do ferreiro seja confirmado.



Dado, no entanto, que nenhum dos desaparecidos voltou, as perspectivas são sombrias."
Quest_JOTL_001_RoadsideAmbush_INTRO_TRAVEL_1,"Não muito depois de passar por um dos muitos portões da cidade de Gloomhaven, você percebe um movimento à frente e imediatamente saca sua arma. O sol baixou no céu, reduzindo a visibilidade, mas você pode ver claramente algumas barricadas de madeira caindo aos pedaços bloqueando a estrada à sua frente. E, com certeza, conforme você se aproxima cautelosamente da cena, Vermlings saltam de trás das obstruções, mostrando espadas brutas e bastões afiados."
Quest_JOTL_001_RoadsideAmbush_INTRO_TRAVEL_2,"Você tem que admitir, você está bastante cansado de estar acordado até tarde na pousada ontem, mas ainda assim, esses ratos enormes certamente escolheram o grupo errado de viajantes para emboscar hoje. Este é o seu trabalho, afinal, e estão sempre prontos para mostrar que há apenas um resultado para quem ousar ameaçá-lo."
Quest_JOTL_001_RoadsideAmbush_INTRO,"“Ser atacado por Vermlings quando tudo o que você queria fazer era ficar em casa com uma refeição quente e uma cama macia, bem, isso te deixa louco. Louco o suficiente para matar essas criaturas sarnentas antes de desmaiar de exaustão.

Claro, os Vermlings têm outros planos. Eles tagarelam sobre querer sua moeda e a carne em seus ossos. Coisas desagradáveis, realmente. Melhor ignorar o discurso deles e acabar com isso rapidamente."""
Quest_JOTL_001_RoadsideAmbush_OUTRO_TRAVEL_1,"Você limpa o sangue do último Vermling de seu rosto, e seus pensamentos voltam para o Leão Adormecido. Certamente, eles têm um ensopado pronto agora. Seria tão perfeitamente quente e reconfortante, e é exatamente por aquele portão - tão perto que você já pode sentir o gosto ..."
Quest_JOTL_001_RoadsideAmbush_OUTRO_TRAVEL_2,"Mas então, outro pensamento vem. É altamente incomum - descarado, na verdade - para um bando de Vermlings operar tão perto da cidade. Eles poderiam estar por trás da série de desaparecimentos?"
Quest_JOTL_001_RoadsideAmbush_OUTRO_TRAVEL_3,"É um tiro no escuro, mas vale a pena investigar, especialmente considerando que este local de emboscada não se parece com sua base de operações. Provavelmente há um ninho por perto que, com alguma sorte, terá mais informações sobre o ferreiro desaparecido."
Quest_JOTL_001_RoadsideAmbush_OUTRO_TRAVEL_4,E tesouro. Tesouro seria bom.
Quest_JOTL_002_AHoleInTheWall_NAME,Um buraco na parede
Quest_JOTL_002_AHoleInTheWall_DESC,É hora de descobrir de onde vieram os Vermlings que atacaram você.
Quest_JOTL_002_AHoleInTheWall_LIST,Investigue a localização da Emboscada dos Vermlings
Quest_JOTL_002_AHoleInTheWall_INTRO_GH_1,Você não pode se livrar da sensação desconfortável de que aqueles Vermlings estavam muito perto das muralhas da cidade e decidem revisitar a cena de sua emboscada. Talvez você encontre sinais do Ferreiro lá também?
Quest_JOTL_002_AHoleInTheWall_INTRO_TRAVEL_1,Os rastros são fáceis de detectar. Vermlings nunca foram conhecidos por sua sutileza. Você segue os arranhões e os indicadores de um corpo sendo arrastado até se aproximar das paredes de Gloomhaven
Quest_JOTL_002_AHoleInTheWall_INTRO,"O sol está muito baixo, mas algo não está certo. Isso não é apenas uma sombra projetada em uma seção inferior da parede. É um buraco. Os Vermlings fizeram um ninho para si mesmos cavando na própria parede. Quão diligente."
Scenario_JOTL_002_AHoleInTheWall_Start_1,"Você se agacha e tenta se aproximar, mas eles devem ter guardas vigiando a entrada. Há um grito estridente e, em seguida, vários Vermlings saltam da escuridão, brandindo suas armas cegas e mal feitas. Não há escolha agora a não ser se defender."
Quest_JOTL_002_AHoleInTheWall_OUTRO_TRAVEL_1,"Com o ninho imundo limpo dessas criaturas miseráveis, você leva seu tempo procurando em cada canto. Certamente, a guarda da cidade vai querer saber sobre isso... não pode ser seguro ter Vermlings cavando túneis através das paredes. Já é difícil o suficiente para afastar seus ataques como são."
Quest_JOTL_002_AHoleInTheWall_OUTRO_TRAVEL_2,"Sob algumas tábuas de madeira podres, você consegue encontrar uma quantidade inesperadamente grande de ouro - e enquanto vasculha o tesouro, você encontra uma nota estranha. ele detalha alguns acordos comerciais, escritos em rabiscos grosseiros, entre os Vermlings e alguém chamado Roland."
Quest_JOTL_002_AHoleInTheWall_OUTRO_TRAVEL_3,"Aparentemente, em troca de fornecer cadáveres frescos, Roland pagaria aos Vermlings em ouro. E a julgar pela quantidade aqui, os Vermlings conseguiram matar uma boa quantidade de pessoas antes de você acabar com isso"
Quest_JOTL_002_AHoleInTheWall_OUTRO_TRAVEL_4,"É a única pista que você tem, então é hora de descobrir quem é esse tal de Roland. Depois de descansar no Leão Adormecido, claro."
Quest_JOTL_003_TheBlackShip_NAME,O Navio Negro
Quest_JOTL_003_TheBlackShip_DESC,"Roland é a chave para os desaparecimentos, hora de começar a perguntar pela cidade sobre ele"
Quest_JOTL_003_TheBlackShip_LIST,Descubra mais sobre Roland
Quest_JOTL_003_TheBlackShip_INTRO_GH_1,"Depois de se fartar de ensopado e descansar bastante no Leão Adormecido, você começa cedo pela manhã. A primeira ordem do dia é procurar informações sobre alguém chamado Roland que parece estar negociando a compra de cadáveres frescos, e você gostaria de saber por quê."
Quest_JOTL_003_TheBlackShip_INTRO_GH_2,"É lento no começo, mas você eventualmente encontra um par de Vermlings no Mercado Afundado que parecem excessivamente interessados em descartar cadáveres. Depois de alguma persuasão grosseira, eles confessam que também estão sendo pagos por um homem chamado Roland para entregar os corpos. Eles até lhe dão o local de desembarque... algum navio abandonado na Antiga Doca."
Quest_JOTL_003_TheBlackShip_INTRO,"Você desce para o cais e olha ao redor. Não demora muito para identificar o navio suspeito. Não só está vazando algum líquido preto e vil do casco, mas há dois homens vestindo mantos vermelhos montando guarda do lado de fora na doca. Depois de observá-los por algumas horas, você fica aliviado quando eles entram no navio. hora de seguir em silêncio e ver o que está acontecendo."
Scenario_JOTL_003_TheBlackShip_Start_1,"Parece que sua tocaia não foi tão bem sucedida quanto você pensava, os homens de manto estão prontos e esperando por você... Parece que chegar ao fundo disso vai exigir quebrar mais alguns crânios."
Scenario_JOTL_003_TheBlackShip_Room_2_1,"Você invade o porão de carga e um cheiro nefasto atinge seu rosto. Um rio de líquido preto e pegajoso flui através do navio, derramando-se entre as várias rachaduras no casco. A fonte parece estar além da porta distante, mas primeiro você terá que lutar contra mais rufiões e seus animais de estimação."
Scenario_JOTL_003_TheBlackShip_Room_3_1,O cheiro fica ainda pior quando você finalmente abre a porta da cabine dos fundos. Mais desses loucos de manto estão realizando algum tipo de encantamento sobre um altar empilhado com membros decepados e montes de carne não identificáveis.
Scenario_JOTL_003_TheBlackShip_Room_3_2,"Com as moscas zumbindo e o estranho canto gutural, tudo o que você quer fazer é chegar o mais longe possível, mas você tem um trabalho a fazer, então você começa com a matança."
Scenario_JOTL_003_TheBlackShip_Success_1,"Certamente não lhe dá prazer vasculhar os restos humanos no altar, mas acaba sendo útil, entre os ataques de vômito."
Scenario_JOTL_003_TheBlackShip_Success_2,"Você encontra um colar... um que Sandy descreveu em detalhes como nunca deixando o pescoço de seu marido. Com isso em mãos, você pode trazer pelo menos um pouco de paz para a viúva do ferreiro e informar a guarda da cidade sobre toda essa situação."
Scenario_JOTL_003_TheBlackShip_Success_3,"Ainda assim, você tem uma leve suspeita de que este não é o fim da trilha. Esses homens de manto certamente eram todos subalternos, o que significa que Roland ainda está por aí."
Scenario_JOTL_003_TheBlackShip_Success_4,"Pode-se argumentar que este é o trabalho do guarda da cidade, mas você vasculha a cabine do navio de qualquer maneira e encontra um mapa curioso. É uma representação rudimentar do Distrito das Caldeiras, e um edifício está claramente marcado. Certamente, não faria mal dar uma olhada."
Quest_JOTL_004_ARitualInStone_NAME,A Ritual In Stone
Quest_JOTL_004_ARitualInStone_DESC,"You recovered a map from the Black Ship, time to find out where it leads."
Quest_JOTL_004_ARitualInStone_LIST,Follow the map you found
Quest_JOTL_004_ARitualInStone_INTRO_TRAVEL_1,You arrive at the building marked on the map...an old abattoir...and find an unexpected scene. The entire building has burnt down and is now nothing more than a scorched husk.
Quest_JOTL_004_ARitualInStone_INTRO_TRAVEL_2,"This is certainly a new development, as you clearly remember the structure standing before you left on your hunt up the Still River. And the fact that the location has been implicated in your search, well, the whole thing is rather suspicious, even if you can’t put your finger on exactly why."
Quest_JOTL_004_ARitualInStone_INTRO_TRAVEL_3,"A little bit of searching through charred rubble isn’t going to stop you from getting to the bottom of this, though. Eventually, you uncover a set of stairs leading into a stone cellar. Given it’s the only piece of the structure intact, you make your way down."
Quest_JOTL_004_ARitualInStone_INTRO_TRAVEL_4,"A powerful smell of death grows increasingly strong as you descend, enveloping you like a suffocating blanket, until it almost overwhelms you. Thoughts of turning back creep into your mind, but then, you hear the chanting. The tone and cadence is similar to those creeps on the ship with the bloody altar."
Quest_JOTL_004_ARitualInStone_INTRO,"It doesn’t take much longer to find the source. A short hallway at the base of the stairs leads into a large, open room full of more red-robed zealots. Their chanting reaches a crescendo, and the whole floor begins to shake violently. Fissures erupt from the ground around four massive, rune-covered stones. Cracks form in the ceiling, sending huge chunks of rock crashing down.
 
Your mind focuses pushing away the complications of the last few weeks. If you don’t end whatever ritual is going on right now, you will all be buried alive."
Scenario_JOTL_004_ARitualInStone_Misc_1,"The tremors have subsided. You feel you’ve finally gotten a handle on things, but then, more men with robes rush from the deeper tunnels of this wretched place to aid the others."
Scenario_JOTL_004_ARitualInStone_Success_1,"You sit on the cracked stone floor and rest for just a second, eying the dark corridors leading off from this room, praying to the Oak that more enemies don’t appear from the shadows. Luckily, the exits remain silent, but that doesn’t help with your ever-increasing sense of foreboding."
Scenario_JOTL_004_ARitualInStone_Success_2,"Something is down in the depths of this place. So far, you’ve been blindly flailing around, trying to get to the bottom of this madness, and whatever it is...whatever answers you could hope to find...are waiting for you down that next tunnel. It’s just a matter of taking the first step."
Quest_JOTL_005_ADeeperUnderstanding_NAME,A Deeper Understanding
Quest_JOTL_005_ADeeperUnderstanding_DESC,"A tunnel leads further underground, it is time to see what is down there"
Quest_JOTL_005_ADeeperUnderstanding_LIST,Venture deeper under Gloomhaven
Quest_JOTL_005_ADeeperUnderstanding_INTRO_TRAVEL_1,"You identify the most horrid-smelling of the corridors leading off from the abattoir basement to continue your search for answers... what is happening to these corpses and why. Lighting torches, you descend into the dark recesses."
Quest_JOTL_005_ADeeperUnderstanding_INTRO,"Moments later, you hear the scuffling of feet and hissed whispers coming from in front of you: “The ritual has been interrupted! We will finish it at the nexus, but...” There is a brief pause and then cursing. “They approach! Quickly, stall them while we complete the preparations.”
The echo of footfalls starts to recede before another voice emerges from the darkness: “But, how? I cannot hold them off myself!”
“Open a rift!” the first voice yells, now much farther away. “They must be stopped!”"
Scenario_JOTL_005_ADeeperUnderstanding_Start_1,"You begin to rush forward. Clearly these maniacs don’t want you to smash your way through, so that’s exactly what you’re going to do. That is, until multiple red lights appear in front of you, violently ripping open the fabric of reality into some other plane. The circle of rifts illuminate the face of the zealot at their center, full of panic and fear."
Scenario_JOTL_005_ADeeperUnderstanding_Start_2,"From the rifts emerge creatures of pure chaos, their movements a nightmarish flurry of claws, wings, and tendrils. One of them grabs the screaming summoner and forces him into a gaping maw in the demon’s chest. There is a wet crunch, and the man’s head disappears"
Scenario_JOTL_005_ADeeperUnderstanding_Start_3,"While the creature finishes its meal. The others turn their attention to you. They fan out, eying you maliciously"
Scenario_JOTL_005_ADeeperUnderstanding_Room_3_1,"As horrid as those creatures were, nothing could quite prepare you for what lies beyond this final stone door. A huge cocoon of bloody flesh pulsates madly in front of you, bulbous and wrong. Its seeping fluid drips to the floor as it thrashes with malevolence."
Scenario_JOTL_005_ADeeperUnderstanding_Room_3_2,"The nexus needs only a little more energy!” yells a robed man, looking to you in a panic. “We’ll just have to take yours!”"
Scenario_JOTL_005_ADeeperUnderstanding_Success_1,"The bloody sac explodes into a shower of viscera and goo, and the zealots who spent so much energy trying to protect it collapse to the ground. It is quite the awful, putrid mess, but at least it’s over."
Scenario_JOTL_005_ADeeperUnderstanding_Success_2,"And then, one of the dying men laughs. “You think this will save your city? Doom approaches as more of our experiments grow in power. Gloomhaven will soon be engulfed in flames, and screams will echo throughout the streets. The Blood God will consume you all.”"
Scenario_JOTL_005_ADeeperUnderstanding_Success_3,"Your thoughts return to the widow Sandy and you grab the man, demanding to know where Roland and these other experiments are, but he is gone. So instead, you grab a chunk of the tumor and decide to bring it to the University. Perhaps the researchers there can shed some more light on the 'situation'."
Quest_JOTL_006_CorruptedResearch_NAME,Corrupted Research
Quest_JOTL_006_CorruptedResearch_DESC,It's time to take this unpleasant chunk of the Blood Tumor to the University
Quest_JOTL_006_CorruptedResearch_LIST,Research the Tumor
Quest_JOTL_006_CorruptedResearch_INTRO_TRAVEL_1,"Your day starts out mundane enough, delivering a bloody piece of the tumor to some stodgy researchers at the University. You walk through the halls, getting all manner of confused and dirty looks, until you arrive at the door of one Professor Haltrip, foremost researcher of organic alchemy, or so you were told by the front desk."
Quest_JOTL_006_CorruptedResearch_INTRO_TRAVEL_2,"“Do come in!” You hear a small, gruff voice on the other side of the door. Inside, you find an old Quatryl, made even smaller by a hunched back. He is rooting around his messy office, looking for something. When he sees you, a look of disgust crosses his face, but once you produce the tumor piece, his eyes go wide with amazement."
Quest_JOTL_006_CorruptedResearch_INTRO_TRAVEL_3,"You explain the whole situation...the disappearances, the Vermlings, the black sludge, the earthquakes, and the tumor. You explain that there are other tumors out there, used in some nefarious, unknown plot, and then the professor sits silently in thought for an uncomfortably long amount of time."
Quest_JOTL_006_CorruptedResearch_INTRO_TRAVEL_4,"“Well, then,” he finally starts, “we’ll need to get this to my lab with all haste. There, we should be able to run some tests to figure out what it is composed of...its various signature alchemical compositions. Once we know that, then maybe we can come up with some way to track the others down.”"
Quest_JOTL_006_CorruptedResearch_INTRO,"You hand the tumor off to him, and then, because you have no other leads, you wait in his office for what feels like hours, staring at his disorganized assortment of books, papers, and dirty bottles of foul-smelling liquid.

Then, very suddenly, your boring day becomes a lot more interesting. Haltrip bursts back into his office, his face spattered with blood. “Something has gone horribly wrong in the lab!” he screams at you and then races down the hall much faster than you would have thought possible. You follow, and he points you to a room overgrown with bloody growths, several dead lab assistants, and a swarm of monstrous rats, mutated by the growths .

“It’s going to keep spreading!” Haltrip frets. “Do something, please!”"
Scenario_JOTL_006_CorruptedResearch_Success_1,Your weapon and face are covered in streaks of black and red...the various viscera of a number of creatures you never imagined you would have to fight before today.
Quest_JOTL_006_CorruptedResearch_OUTRO_TRAVEL_1,"""Well, then,” you hear a familiar gruff voice behind you, “this is quite the mess, and the loss of my students is a horrible tragedy...” Haltrip trails off, staring into nowhere with a forlorn look, until his eyes pass down to his hands. In them is a flat, smooth stone covered in a sticky, green film."
Quest_JOTL_006_CorruptedResearch_OUTRO_TRAVEL_2,"""But not all is bad news,” he mutters. “Based on our tests, and the violent reaction the tumor had to that last one especially, I was able to develop a method for sensing when this particular type of organic matter is near.” He hefts the stone in his hand. “That is what the green glow is.”

He then gives you each a slimy stone of your own."
Quest_JOTL_006_CorruptedResearch_OUTRO_GH_1,"You split up and spend the next several hours scouring the streets of the city, trying to locate more of the growths. In the end, you pinpoint two locations: an abandoned set of buildings in the Sinking Market and a warehouse down at the Old Docks."
Quest_JOTL_006_CorruptedResearch_OUTRO_GH_2,"With any luck, Roland is holed up in one of these places, and you can put an end to all of this."
Quest_JOTL_007_SunkenTumor_NAME,Sunken Tumor
Quest_JOTL_007_SunkenTumor_DESC,"Your stones indicate a Tumor is under the Sunken Market, time to remove it."
Quest_JOTL_007_SunkenTumor_LIST,Investigate the Tumor in the Sinking Market
Quest_JOTL_007_SunkenTumor_INTRO_TRAVEL_1,"The Sinking Market: a large area along the western coast of Gloomhaven, where you only go if you don’t have any money to steal or you want to operate outside the view of the city guard. The whole district is slowly sinking into the Merchant’s Bay, and the city has abandoned it, leaving it to rot of its own accord."
Quest_JOTL_007_SunkenTumor_INTRO,"There are a great number of deserted houses in the area, half-sunk in the silt, but only one cluster shows the signs of a sinister growth within. You grip your weapon and kick in the closest door. What follows is a cacophony of screeches and the realization that Vermlings have once again entered your life. Not only that, but more of the zealots are lurking in the back of the room. More lackeys up to no good."
Scenario_JOTL_007_SunkenTumor_Room_3_1,"You glance at the blood trail leading through the door, and you know what lies on the other side: another malevolent tumor, pulsating and dripping with a foul, dark energy. You ready yourself for the fight ahead and push forward."
Scenario_JOTL_007_SunkenTumor_Success_1,"The pulsing of the tumor slows and then stops altogether. It is ruined, hacked up and marred beyond all recognition. The only logical thing to do is burn the remains so that it can never plague the city again."
Quest_JOTL_007_SunkenTumor_OUTRO_TRAVEL_1,"You exit the sunken dwelling in fairly high spirits. It is done. There is one tumor left to destroy, and then hopefully the rest of these robed madmen will leave the city alone."
Quest_JOTL_007_SunkenTumor_OUTRO_TRAVEL_2,"But then, you see it across the bay. The other tumor’s location in the Old Docks goes up in a massive column of fire. The blast wave hits you moments later, and you are knocked into the mud."
Quest_JOTL_007_SunkenTumor_OUTRO_TRAVEL_3,"You were too late, and the explosion is surely only the beginning. You need to make your way to the Old Docks as fast as you can and stop whatever is coming next."
Quest_JOTL_008_HiddenTumor_NAME,Hidden Tumor
Quest_JOTL_008_HiddenTumor_DESC,"Your stones indicate a Tumor is under the Old Docks, time to remove it."
Quest_JOTL_008_HiddenTumor_LIST,Investigate the Tumor in the Old Docks
Quest_JOTL_008_HiddenTumor_INTRO_TRAVEL_1,"The Old Docks: were once the shining beacon of a burgeoning city’s prosperity, but after the Merchant’s Guild built their own docks on the other side of the Wall, they've become just a symbol of filth and deprivation. although there is still plenty of activity here, loading and unloading the less glamorous goods of the city like ore, hides, and fish... lots and lots of pungent fish."
Quest_JOTL_008_HiddenTumor_INTRO,"The decline in business has left a number of dock warehouses abandoned, though the stink of the fish never truly leaves. It is at one of these deserted buildings that you find the signs of another sinister growth. You ready your weapon and burst through the door."
Scenario_JOTL_008_HiddenTumor_Start_1,"It takes your eyes a second to adjust, but then you see the unmistakable combination of claws, wings, and tendrils lurking behind the derelict shelves of long-forgotten goods. The demons emit a guttural noise from their unnatural maws, and you prepare for the assault."
Scenario_JOTL_008_HiddenTumor_Room_2_1,"You glance at the blood trail leading through the door, and you know what lies on the other side: another malevolent tumor, pulsating and dripping with a foul, dark energy. You ready yourself for the fight ahead and push forward."
Scenario_JOTL_008_HiddenTumor_Success_1,"The pulsing of the tumor slows and then stops altogether. It is ruined, hacked up and marred beyond all recognition. The only logical thing to do is burn the remains so that it can never plague the city again."
Quest_JOTL_008_HiddenTumor_OUTRO_TRAVEL_1,"You exit the abandoned warehouse in fairly high spirits. It is done. There is one tumor left to destroy, and then hopefully the rest of these robed madmen will leave the city alone."
Quest_JOTL_008_HiddenTumor_OUTRO_TRAVEL_2,"But then, you see it across the bay. The other tumor’s location in the Sinking Market goes up in a massive column of fire. The blast wave hits you moments later, and you are knocked onto the cobblestone streets."
Quest_JOTL_008_HiddenTumor_OUTRO_TRAVEL_3,"You were too late, and the explosion is surely only the beginning. You need to make your way to the Sinking Market as fast as you can and stop whatever is coming next."
Quest_JOTL_009_ExplosiveEvolution_NAME,Explosive Evolution
Quest_JOTL_009_ExplosiveEvolution_DESC,"The Tumor in the Sinking Market exploded, you need to check out the blast site"
Quest_JOTL_009_ExplosiveEvolution_LIST,Investigate the final Tumor
Quest_JOTL_009_ExplosiveEvolution_INTRO,"You arrive at the scene, but you are clearly too late. Twisted metal and charred wood greet you as you descend into the rubble. You dig through collapsed passageways and finding the last tumor, you realise it has grown a hard outer shell...a chrysalis."
Scenario_JOTL_009_ExplosiveEvolution_Start_1,"A zealot appears behind you, laughing that Roland’s plan has come to fruition. As the chrysalis explodes, a new horror emerges. It is no longer an inanimate thing, but some monstrous collection of limbs and teeth that moves with vicious efficiency."
Scenario_JOTL_009_ExplosiveEvolution_Success_1,"The horror’s tendrils whip in a mad frenzy, as if trying to grasp at the life that is quickly leaving its grotesque form."
Scenario_JOTL_009_ExplosiveEvolution_Success_2,"As it bleeds out onto the stone floor, its movements grow more languid, until, with one final agonized screech, its terrible mass becomes still. Around it, the undead abominations it created collapse to the ground"
Scenario_JOTL_009_ExplosiveEvolution_Success_3,"And with that, it is done. As far as you can tell, you’ve destroyed the awful creatures of blood that plagued the city, and in doing so, thwarted the vile group behind the disappearance of the blacksmith and so many others."
Scenario_JOTL_009_ExplosiveEvolution_Success_4,"You can finally stop dodging the widow’s messages and update the city guard on everything you know. Roland seems to still be alive, but, surely, the guards can take it from here in mopping up this stupid cult, and you can go back to actually getting paid to kill things."
Quest_JOTL_009_ExplosiveEvolution_OUTRO_GH_1,"In fact, as you walk toward the Sleeping Lion, vaguely dreaming about a hot bath, you recall a recent rumor going around about someone along the Hook Coast offering gold to mercenaries who would come fight in his “gauntlet”. That might be worth looking into."
Quest_JOTL_009B_ExplosiveEvolution_NAME,Explosive Evolution
Quest_JOTL_009B_ExplosiveEvolution_DESC,"The Tumor in the Old Docks exploded, you need to check out the blast site"
Quest_JOTL_009B_ExplosiveEvolution_LIST,Investigate the final Tumor
Quest_JOTL_009B_ExplosiveEvolution_INTRO,"You arrive at the scene, but you are clearly too late. Twisted metal and charred wood greet you as you descend into the rubble. You dig through collapsed passageways and finding the last tumor, you realise it has grown a hard outer shell...a chrysalis."
Quest_JOTL_009B_ExplosiveEvolution_OUTRO_GH_1,"In fact, as you walk toward the Sleeping Lion, vaguely dreaming about a hot bath, you recall a recent rumor going around about someone along the Hook Coast offering gold to mercenaries who would come fight in his “gauntlet”. That might be worth looking into."
Quest_JOTL_010_TheGauntlet_NAME,The Gauntlet
Quest_JOTL_010_TheGauntlet_DESC,Surely there is gold on offer if you can beat this challenge?
Quest_JOTL_010_TheGauntlet_LIST,Take part in 'The Gauntlet'
Quest_JOTL_010_TheGauntlet_INTRO_TRAVEL_1,Anyone who builds more than a muddy tent out along the Hook Coast has to be crazy.
Quest_JOTL_010_TheGauntlet_INTRO_TRAVEL_2,"The area, outside the walls of Gloomhaven, is under constant threat of Vermling raids. When you arrive at the “gauntlet”, there is certainly no mistaking the air of madness that comes off its builder."
Quest_JOTL_010_TheGauntlet_INTRO_TRAVEL_3,"He is definitely a few branches short of a tree, ranting about some nebulous impending doom and his desire to, “weed out those unworthy to be called heroes.”"
Quest_JOTL_010_TheGauntlet_INTRO,"You’ve never had much desire to be a hero yourself, but he is offering an enticing 10 gold coins to anyone who can make their way through his pets and contraptions, so you put your apprehensions aside and get up onto the rickety wooden platform. Quivering black masses of ooze greet you, along with some particularly nasty-looking explosive devices."
Scenario_JOTL_010_TheGauntlet_Room_2_1,The sound of explosions still reverberates in your skull as you make your way through a half-destroyed wooden gate and onto the next platform.
Scenario_JOTL_010_TheGauntlet_Room_2_2,"Here, you are met with an entirely new kind of madness. Golems of stone stare at you with dead eyes, while from your left, rusted iron nozzles spew out clouds of noxious gas that slowly drift across the narrow scaffolding."
Scenario_JOTL_010_TheGauntlet_Room_3_1,"You enter the final part of the platform, imagining what could possibly be worse than what you’ve already experienced. 

And then, you see the chaos demons."
Scenario_JOTL_010_TheGauntlet_Room_3_2,You stand stunned for a moment. Why are there demons here? Just who is this crazed hermit that Built this thing?
Scenario_JOTL_010_TheGauntlet_Room_3_3,"You shake your head and steel yourself to overcome these hideous creatures. 

And then you notice the machinery attached to the traps in the room, which seem to be moving toward you. 

This should be fun, as well."
Scenario_JOTL_010_TheGauntlet_Success_1,"You slay the last of the creatures and step off the platform, looking for the old man. Instead, you find only a note with vaguely familiar handwriting."
Scenario_JOTL_010_TheGauntlet_Success_2,"“Alas, you have bested the traps that have supplied me with so many mercenary corpses in the past. I suppose it is time to move on."""
