key,Português [pt-BR]
message_end_quest_story_2d_2,"Ei, nem todos nós importamos de ser peritos em esfaquear pessoas!

Oh, é... com licença. *Aham*"
message_end_quest_story_2d_3,"Saudações, mestre da guilda. Eu sou o humilde <b>Comerciante</b> da sua nova Guilda. Eu trato dos aspectos importantes da administração de uma Guilda... em outras palavras, <i>dinheiro</i>. O qual, devo acrescentar, está extremamente em falta no momento..."
message_end_quest_story_2d_4,"O que vocês podem ver agora é o <b>Mapa do Mundo</b>. Vocês provavelmente perceberam que ele parece um pouco desolado no momento, e, bem... eu possuo algumas notícias boas e outras ruins para vocês

A notícia ruim é que o reino foi invadido por todos os tipos de monstros desagradáveis — bandidos traiçoeiros, mortos-vivos, cultistas trevosos, pode escolher. A notícia boa é que vocês irão nos ajudar em restaurar as rotas para os outros assentamentos distantes, escondidos na névoa."
message_end_quest_story_2d_5,"Antes que possamos fazer qualquer coisa à respeito disso, entretanto, teremos que contratar alguns mercenários do elenco da Guilda. Vamos começar recrutando o pobre e velho <b>Bruto</b>, que se meteu em um pequeno problema... novamente."
message_end_quest_story_3a_1,"O <b>Bruto</b> com certeza absorve danos bem, porém ele não é o melhor em mobilidade."
message_end_quest_story_3a_2,"Possuir fundos abundantes será de extrema importância para fazer essa Guilda voar. Você conhece alguém bom em... erm, adquirir ouro?"
message_end_quest_story_3a_3,"Eu apenas conheço a mulher — ela leva jeito em abrir buracos naqueles que se põe em seu caminho. Ela está num processo de libertar algum ouro neste momento, deveríamos ajudá-la?"
message_end_quest_story_3b_1,"A primeira coisa que deveríamos fazer como uma Guilda é reestabelecer a rota de troca com Morro da Forca ao Oeste. Ultimamente, nós temos um pequeno problema com bandidos no bosque a caminho da rota, mas com um Bruto e uma Malandra para ajudar, isso não é nada que te causará problemas."
message_end_quest_story_3b_2,"Isso dará a vocês a experiência necessária para o trabalho, e me permitirá obter novos <b>itens</b> para o estoque assim que o caminho estiver seguro. Vão lá bater cabeças de bandidos umas às outras!"
message_end_quest_story_4a_1,"Já era hora de você aprender sobre o básico de magia. Eu conheço uma <b>Tecelã Arcana </b>que deve poder te mostrar uma coisa ou outra, e da última vez que ouvi sobre dela, ela estava pesquisando um círculo de pedra em uma floresta próxima do Morro da Forca. Com todos os monstros por lá, é melhor irmos ver se ela está bem."
message_end_quest_story_5a_1,Essas são as escolas elementais de magias abordadas. Talvez devêssemos recrutar alguém que entenda de engenhocas hi-tech e tal? Eu posso juro que havia um Quatryl <b>Engenhoqueiro</b> mexendo com um núcleo de energia ou algum outro artefato na taverna não muito tempo atrás...
message_end_quest_story_5a_2,"Boa ideia. Eu ouvi que ele estava procurando por companheiros exploradores para investigar uma tumba próxima daqui, taverneiro disse que ele partiu ontem. Me parece o tipo que pode estar interessado em se juntar a uma Guilda como a tua — vamos ver se o encontramos!"
message_end_quest_story_5b_1,"Nós estamos juntando uma guilda de mercenários decente agora! Falando em trabalhos remunerados, eu conheci alguém que pediu a nossa ajuda."
message_end_quest_story_5b_2,"Que a paz esteja com você. Eu sou a <b>Sacerdotisa</b> aqui, prometida ao Santuário do Grande Carvalho. Eu agradeço por se encontrar comigo, nós no Santuário estamos desesperados por socorro.

Veja, a cripta sagrada, nas catacumbas abaixo do Santuário, foram invadidas e profanadas por cultistas fora de si, acordando hordas de mortos vivos para obedecerem suas ordens nefastas... Eu te imploro, por favor ajude a nos livrarmos dessa ameaça!"
message_end_quest_story_5b_3,"Um fato muito comum nos dias de hoje... Enfim, soa como uma oportunidade de testar nossos dois últimos recrutas juntos — mãos à obra!"
message_end_quest_story_5c_1,"Não consigo expressar minha gratidão... Obrigada, de verdade. Com o fim da ameaça ao Santuário, podemos finalmente prosseguir com a restauração do Templo aqui. Irá demorar algum tempo antes que estejamos prontos para seguir com nossos serviços normais, mas eu espero que possamos te ajudar no futuro. Por agora me despeço."
message_end_quest_story_5c_2,"Espere um instante, fizemos aquilo de <i>graça</i>?! Eu pensei que estávamos atrás de trabalhos pag— Ah, deixa pra lá...

<size=90%>Junte-se a Guilda, disseram... <size=80%>Será divertido, disseram... <size=70%>""Fará rios de dinheiro""... Pfft! <size=60%>*humpf humpf*"
message_end_quest_story_5c_3,"Não ligue para ele. Graças a você, o Templo irá reabrir em seu devido tempo, e você ficará feliz ao receber a benção do local.

Agora, a próxima vila a qual perdemos contato com é As Marchas. A rota está bloqueada após alguns  assaltos feitos por pequenos bandos de Vermlings acampados na região."
message_end_quest_story_5c_4,"Quero que vocês vão para o Norte e vejam se conseguem afugentá-los.

Ah, e tomem cuidado com os cães-lobo deles. Que as cicatrizes do meu rosto sirvam-lhes de aviso — Se chegar perto daqueles cães, eles irão morder em retorno!"
message_end_quest_story_6a_1,"Apenas mais uma rota a ser liberada, e terei reestabelecido contato com fornecedores suficientes para reabrir a minha loja para negócio! Estou certo que você mal pode esperar para pôr suas mãos em algum equipamento decente."
message_end_quest_story_6a_2,"Eis um incentivo para vocês! Conforme seu treinamento principal se aproxima do fim, espero que já tenham se acostumado com como se relacionam suas várias habilidades e efeitos. Vocês irão certamente precisar de técnicas avançadas para as missões que estão por vir."
message_end_quest_story_6a_3,"De todo jeito, eu rastreei um quinto mercenário em potencial para nosso grupo, se você conseguir convencê-lo. Esse cara tem punhos de pedra, e eu digo literalmente!"
message_end_quest_story_7a_1,<b>Coração de Pedra</b> topou - são cinco mercenários recrutados! Eu calculo que apenas mais um e devemos ter um grupo grande o bastante para aceitar missões mais distantes de Portão dos Demônios.
message_end_quest_story_7a_2,"Você sabe, se conseguirmos encontrar alguém capaz de invocar aliados ao campo de batalha, vai parecer que temos ainda mais mercenários! Eu sei que alguns Vermlings são capazes de lidar bem com seus irmãos bestiais."
message_end_quest_story_7a_3,Vermlings? Nós iremos recrutar um Vermling?
message_end_quest_story_7a_4,"Não deixe que o exterior de animal roedor o engane, nem todos são carniceiros ferais. Alguns Vermligs desenvolvem poderosas habilidades psíquicas — e rumores dizem que um desses Vermling <b>Ladra de Mentes</b> está caçando demônios próximo daqui. Você diria não a um caçador de demônios se juntando a Guilda apenas por que ele parece um pouco rato?

Eu voto que achemos esse <b>Ladra de Mentes</b> e vejamos se ela deseja se juntar a nós por uma chance de glória maior... do que caçar demônios. Okay, talvez nem <i>tão maior</i> assim por agora, mas glória da mesma forma."
message_end_quest_story_7b_1,"Agora que colocamos a Guilda para funcionar, começamos a receber solicitações de serviços vindos de todos os lugares. Também escuto rumores à respeito de locais com poderosos artefatos que possa valer a pena investigar."
message_end_quest_story_7b_2,"De fato, vocês deveriam checar isso primeiro. Algumas noites atrás uma estrela cadente foi vista caindo na clareira de uma floresta próxima ao Morro da Forca, mas quando locais foram investigar, havia nenhum vestígio de que algo caíra ali."
message_end_quest_story_7b_3,"Um ou dois dias depois, eles começaram a sentir pequenos terremotos logo ao norte da vila, não muito distante da clareira. Não há nada ali, a não ser um cripta velha e decrépita - e os aldeões, sendo aldeões, estão muito assustados para investigar."
message_end_quest_story_7b_4,"Me soa como um artefato mágico de algum tipo para mim, você deveria conferi-lo! "
message_end_quest_story_7b_5,"Eu recomendo você trazer contigo o <b>Coração de Pedra</b> e <b>Ladra de Mentes</b>, eles facilmente devem ser aptos para a tarefa."
message_end_quest_story_7c_1,"E assim, isso termina seu treinamento. O mundo é sua casa — uma infestada por bandidos , mortos-vivos errantes e demônios.

Arrumamos um conjunto de equipamentos iniciais com o dinheiro que vocês receberam até agora, se desejar outros equipamentos terão de comprar."
message_end_quest_story_7c_10,"Escolha sua equipe, prepare-se e você está pronto para começar. Boa sorte, mestre da guilda!"
message_end_quest_story_7c_11,Multijogador agora está habilitado.
message_end_quest_story_7c_2,"O painel à esquerda é usado para escolher a formação do seu grupo e personalizar suas cartas de habilidades e itens, à medida que você desbloquear mais. Agora você também tem liberdade sobre quais mercenários levar em cada missão, até um máximo de quatro.

Fique sabendo que, a dificuldade do cenário se ajusta ao número de mercenários em seu grupo. A menos que você seja um veterano do <b>Gloomhaven</b>, eu recomendaria que você permaneça com dois personagens, por enquanto, para manter a tomada de decisões administrável!"
message_end_quest_story_7c_3,"Quando equipar itens, note que, não importa quem o equipa-lo, estará vinculado a eles. Você pode desfazer tal vínculo por um preço, mas tente ter certeza que o dará para o mercenário certo de primeira."
message_end_quest_story_7c_4,"Para ajudá-lo a melhorar suas habilidades pós-treinamento, criei um conjunto de conquistas para você trabalhar. Eles podem ser acessados pelo ícone <b>Instrutor</b> na parte inferior da tela."
message_end_quest_story_7c_5,"Completando-as irá recompensar a Guilda com mais ouro, missões, e locais para descobrir. Às vezes até missões para recuperar relíquias poderosas!"
message_end_quest_story_7c_6,"Vocês podem visitar minha loja ao clicar no ícone do Comerciante na parte inferior da sua tela. Eu possuo os mais básicos itens em estoque neste momento, mas ao explorar e reestabelecer as rotas para as vilas, mais itens serão adicionados ao meu estoque!"
message_end_quest_story_7c_7,"Falando do diabo, você poderia viajar até a costa sudoeste e abrir as rotas dos temperos antigos?"
message_end_quest_story_7c_8,"Eu possuía ligações com duas cidades lá, no passado: Vau Sangrento ao Oeste..."
message_end_quest_story_7c_9,...e Pousada do Andarilho ao Sudoeste.
message_end_quest_story_banditcommander_1,"Com o Comandante dos Bandidos morto, os tempos e o ninho de Portão dos Demônios agora estão seguros."
message_end_quest_story_banditcommander_2,"Bom, é bom ver esse outro lado dele, e aquele anel que você pegou parece bem útil."
message_end_quest_story_beasttyrant_1_1,"Esta podridão é pior do que imaginávamos, ela está se espalhando por toda região."
message_end_quest_story_beasttyrant_1_2,A Fera Tirana Vermling agora quer que a gente investigue outro surto na Floresta Oriental próxima ao Eremitério.
message_end_quest_story_beasttyrant_2_1,Eu tive uma conversa profunda com a Fera Tirana Vermling e triangulei a propagação da Podridão.
message_end_quest_story_beasttyrant_2_2,"Assim como presumimos originalmente, ela parece se propagar via água fresca que se origina das montanhas ao sul, próximas à Falésia Obsidiana."
message_end_quest_story_beasttyrant_2_3,Mas há um segundo afluente na área da Quedarrocha mais ao leste.
message_end_quest_story_beasttyrant_2_4,"Nós acreditamos que é onde os Terrores Profundos são primariamente concebidos, e é lá que devemos ir em seguida."
message_end_quest_story_beasttyrant_3_1,"Eu investiguei mais adentro da caverna, e encontrei um espécime imaturo, o qual eu acredito que por fim se tornará um Terror Profundo."
message_end_quest_story_beasttyrant_3_2,"Irei investigar a fundo, mas acredito que consigo desenvolver uma poção que nos permita enganar a Podridão em acreditar que sejamos um aliado."
message_end_quest_story_berserker_1_1,"Eu por algo que pudesse vender depois de você sair, mas apenas encontrei o diário de um dos bandidos. Aparentemente o Capataz está indo para o Acampamento da Floresta Férrea para construir um exército. Eu digo para irmos até lá em seguida — eles podem ter algo que eu possa estocar."
message_end_quest_story_berserker_2_1,"Vocês acreditam que um lugar chamado Floresta Férrea não tenha ferro ou madeira para explorar? Porém eu dei uma espiada nos registros contábeis, parece que estas carroças estavam indo rumo a caverna próxima a Fazenda Dragão de Fogo . Então, pelo visto estamos indo para lá também."
message_end_quest_story_berserker_3_1,"Então, eu dei uma olhada no que você arrecadou. Não se preocupe, nem mesmo eu tentaria vender tal espólio de volta a você após o que passou para consegui-lo."
message_end_quest_story_berserker_3_2,"Em todo caso, acontece que você roubou o mapa para todo sistema cavernoso... e nós encontramos uma maneira de o infiltrarmos através de uma entrada lateral."
message_end_quest_story_berserker_3_3,... Mas ele possui uma fechadura muito robusta. Estamos presos até acharmos uma forma de abri-lo.
message_end_quest_story_brute_1_1,"Eu irei retornar para o meu acampamento mercantil próximo do Oásis Cúprico e ver se alguém do meu clã ouviu algum rumor. Venha me visitar quando estiver pronto, e eu te direi o que precisará encontrar."
message_end_quest_story_brute_2_1,"O traidor nem ao menos liderou suas tropas à batalha, não é atoa que a moral deles enfraqueceu. Ele não é um grande comandante!"
message_end_quest_story_brute_2_2,"Nós localizamos ambos de seus principais locais de reuniões, mas também algumas ruínas próximas onde ele possui tropas realizando estanhos rituais. Provavelmente vale mais a pena assaltar as ruínas primeiro e ver o que ele está tramando."
message_end_quest_story_captainoftheguard_1,"Nó analisamos a informação que vocês nos passaram, e investigamos o armazém."
message_end_quest_story_captainoftheguard_2,"Infelizmente, a influência do capitão é poderosa, e um tanto bom de nossos funcionários foi preso. Não acredito que teríamos descoberto a verdade sem vocês. Merecem as desculpas da Guarda da Cidade, e nossa gratidão."
message_end_quest_story_captainoftheguard_3,"E pensar que um dia eu admirei o capitão, enquanto ele caçava qualquer coisa que não era humana... Me sinto enojado..."
message_end_quest_story_captainoftheguard_4,Na hora certa! Eu e o Arauto Pestilento destilamos a última magia de limpeza em uma Grande Poção de Limpeza. A magia é realmente fascinante; Eu até poderia viajar para a colmeia para aprender mais...
message_end_quest_story_captainoftheguard_5,"Uh, veja, na verdade eu convenci o Arauto Pestilento para me dar os direitos exclusivos da poção. Você terá que comprá-la de mim se realmente a quer, velho camarada. Não vamos nos exaltar."
message_end_quest_story_captainoftheguard_6,"Não, acho que irei apenas... *vômito*"
message_end_quest_story_captainoftheguard_7,Então... isso que deve ser o carma que tanto falam. Eu irei me limpar.
message_end_quest_story_cragheart_1_1,"O Santuário das Raízes fica na floresta próxima a Cidade Baixa. Se eles estão sendo sistematicamente saqueados, tenho medo que sejam um alvo principal."
message_end_quest_story_cragheart_2_1,Há alguns altamente organizados. Saqueadores... tem de haver alguém no comando de toda essa operação. Nós precisamos encontrar quem e fazê-lo de exemplo aos outros.
message_end_quest_story_cragheart_2_2,"Por enquanto, contudo, devemos checar o último dos três templos: o Santuário do Gelo Esmaltado, próximo a Ascensão do Rio."
message_end_quest_story_cragheart_3_1,"Os três santuários centrais estão seguros agora. Resta apenas o místico Santuário das Cinzas, mas ninguém conhece sua localização."
message_end_quest_story_cragheart_3_2,"Bom, se nós não sabemos sobre ele, os saqueadores também não sabem!"
message_end_quest_story_darkrider_1,"Bem, foi um passeio e tanto, não foi?"
message_end_quest_story_darkrider_2,"Ok, eu vou deixar você ficar com isso, desta vez."
message_end_quest_story_darkrider_3,Você está sendo ... estranhamente legal. Você está se sentindo bem?
message_end_quest_story_darkrider_4,"Eu também encontrei este capacete ao lado da armadura vazia do Cavaleiro. Não tenho certeza de onde veio, dada toda a situação 'sem cabeça', mas vou vendê-lo pela metade do preço que estava planejando!"
message_end_quest_story_darkrider_5,"Interessante. Parece que o “Cavaleiro das Trevas” foi a fonte de grande parte do mal em nosso reino. Ao derrota-lo, sua maldade não pode mais existir aqui."
message_end_quest_story_darkrider_6,Huh. Talvez eu tenha que procurar aquela fazenda então - parece dinheiro honesto ...
message_end_quest_story_darkrider_7,"Uh, certo. Por enquanto, vou voltar a garantir contratos para matar algo simples, como esqueletos vivos com três braços. Alguém tem que estar pronto para a próxima ameaça interplanar que de alguma forma irritamos ..."
message_end_quest_story_doomstalker_1_1,O rastro de sangue levou até a caravana do comerciante que seguia rumo ao Portão dos Demônios. Esta caravana com frequência fornecia carne ao açougue do Bazar Torto.
message_end_quest_story_doomstalker_1_2,"Esta é um caminho terrivelmente longo para carregar carne crua para uma loja, não é?"
message_end_quest_story_doomstalker_1_3,"Eu não acho que eles roubaram um gado de Orquídea apenas para venderem carne podre, ainda mais em um local como o Bazar Torto."
message_end_quest_story_doomstalker_1_4,"Vocês não acham que o açougue é uma loja de verdade, acham? Bom Fachadas são um dos meus crimes favoritos para... é, prender, claro."
message_end_quest_story_doomstalker_1_5,"Bom, eles seriam um dos seus favoritos, não seriam?"
message_end_quest_story_doomstalker_1_6,O que você quis dizer com isso?
message_end_quest_story_doomstalker_2_1,Até mesmo esse livro de registros fede como se fosse feito de carne podre!
message_end_quest_story_doomstalker_2_2,"Bem, está cheio de crimes podres..."
message_end_quest_story_doomstalker_2_3,Não faça isso. Não tente fazer a piadas.
message_end_quest_story_doomstalker_2_4,"Certo. Bom, o registro diz que todo o ouro foi dado como gorjeta ao comerciante por 'um trabalho bem feito', e acontece que o endereço do comerciante listado é, na realidade, um esconderijo de mercenários."
message_end_quest_story_doomstalker_2_5,Possivelmente encontramos nossos assassinos. Vamos fazer picadinho de mercenário.
message_end_quest_story_doomstalker_2_6,<sigh>
message_end_quest_story_doomstalker_3_1,Terminei de estudar os papéis que vocês me trouxeram. Parece que estes mercenários foram pagos para aniquilar com o assentamento dos Caçadores da Ruína.
message_end_quest_story_doomstalker_3_2,"Eu não consigo encontrar nenhuma prova concreta a um contratante, ou até mesmo um motivo, porém eles não são os únicos —. a papelada diz que outros mercenários foram contratados para atacar Orquídeas..."
message_end_quest_story_doomstalker_3_3,Eu pesquisei sobre o símbolo que vocês encontraram. Ele é a marca de um armazém abandonado no distrito Antigo Financeiro. Ninguém o vê em caixas há décadas.
message_end_quest_story_doomstalker_3_4,Mas nós não deveríamos ir até lá ainda. Aquele armazém é isolado de qualquer parte funcional dentro de Portão dos Demônios. Nós não temos nenhum apoio se invadirmos o local sozinhos.
message_end_quest_story_doomstalker_3_5,"E sem conhecer o povo, razões, ou o papel dos Savvas nos ataques, eu diria é que é muito arriscado. Irei reportar ao Capitão da Guarda por agora."
message_end_quest_story_elementalist_1_1,"O Elementalista procura nas estruturas em ruínas e encontra alguns pergaminhos antigos do escritório do prefeito. Parece que após a defesa da vila feita pelo Bravateiro, o assentamento acabou devendo-o muito."
message_end_quest_story_elementalist_1_2,"Os pagamentos estão endereçados a uma torre localizada próximo ao atual Pavioprateado, nas montanhas do leste. Pelo visto devemos ir para lá depois."
message_end_quest_story_elementalist_2_1,"A biblioteca contém muitos tomos mofados em todas as formas de magia, apesar de quase todos serem sido taxados como uma pesquisa rasa, e hoje são úteis somente para fazer fogueiras."
message_end_quest_story_elementalist_2_2,"Existe um livro de notas do Bravateiro escrito à mão. Ele detalha os pagamentos do Lamoso, e discorre sobre 'poderes divinos' dados a um antigo templo, tudo isso acompanhado por mapa rude."
message_end_quest_story_elementalist_2_3,"Analisando esta papelada, faz parecer como se os Bandidos estivessem sendo pagos pelo Bravateiro todo esse tempo, e que ele faliu Lamoso para arrecadar ouro o suficiente e então doá-lo a esse templo."
message_end_quest_story_elementalist_2_4,O mapa se assemelha ao limite da floresta próxima a Escola do Grande Carvalho. Não pode ter mudado muito no último século.
message_end_quest_story_elementalist_2_5,"Certo, nós sabemos onde ir em seguida então!"
message_end_quest_story_elementalist_3_1,"O templo continha um portal para o reino demoníaco. Bravateiro deve ter passado por ele para ganhar seus poderes, e retornado para nosso reino através de um portal diferente."
message_end_quest_story_elementalist_3_2,"Mas ele nunca retornou, certo? Se não teria devastado a região."
message_end_quest_story_elementalist_3_3,"Parece que não. Também, nós encontramos alguns símbolos estranhos gravados em uma parede próxima ao portal. Eles se assemelhavam a notas musicais?"
message_end_quest_story_highcultist_1,"Fizemos uma varredura na área depois que vocês se foram, e nos livramos de mais alguns cultistas. Descobrimos este incensário também, o qual, pelo que eu me lembre, poderá ser muito útil."
message_end_quest_story_highcultist_2,"Além de, agora parece que os elementos estão balanceados novamente, agora que o Sumo Cultista está morto. Bom trabalho."
message_end_quest_story_inoxbodyguard_1,"Duvido que este será o último Líder Inox que iremos ver, mas finalmente vingamos o Bruto."
message_end_quest_story_inoxbodyguard_2,Espero que outros portem mais destes incríveis machados!
message_end_quest_story_jekserah_1,"A Invocadora me diz que de acordo com as notas de Jekserah, o livro que recuperamos contém uma poderosa magia escrita apenas para o santuário que limpamos."
message_end_quest_story_jekserah_2,Jekserah sabia que a Invocadora estaria interessada nele. Nos fez realizar o trabalho sujo para ela...
message_end_quest_story_jekserah_3,"Quando lançado no santuário, o feitiço seria amplificado até que levantasse e controlasse todos os mortos em Gloomhaven. É uma magia fascinante — a qual irei velar."
message_end_quest_story_jekserah_4,"O anel de Jekserah, entretanto, não é guardada pela Feiticeira — e parece nutrir magia potente. Eu ficaria com ele... Mas cheira a morto-vivo. Acha que é isso é uma recompensa?"
message_end_quest_story_mercilessoverseer_1,"Então, eu falei com Vermlings depois que você partiu. Eles nos devem pelo que fizeram, afinal."
message_end_quest_story_mercilessoverseer_2,"Eles não tinham muito o que dar, sendo escravos, mas um me dera uma Furadeira Anciã como uma tentativa de agradecimento... bem, eles não nos mataram pela nossa carne também, eu suponho."
message_end_quest_story_mercilessoverseer_3,"Em todo caso, a furadeira irá servir. É muito velha para ter qualquer valor, então, por mim, pode ficar para vocês.  É um brinde."
message_end_quest_story_mindthief_1_1,"Com sua família espalhada pelos esgotos do Portão dos Demônios, você diz para irem até a Cidade Baixa, onde você irá se encontrá-los mais tarde."
message_end_quest_story_mindthief_2_1,Você retorna os suprimentos para o teu abrigo improvisado. Os jovens estão especialmente contentes por terem algo que dê sustância para comer.
message_end_quest_story_mindthief_2_2,"Contudo você percebe, que este local é temporário. Você deve planejar seu retorno para o seu ninho, e expulsar aqueles que o tiraram de você."
message_end_quest_story_nightshroud_1_1,O Vulto Noturno tomou o ectoplasma e com começou alguma pesquisa no porão da Guilda.
message_end_quest_story_nightshroud_1_2,Eu me pergunto o que aquele cheiro era.
message_end_quest_story_nightshroud_1_3,"Ele agora vem até mim com uma missão de recuperar uma tal de Essência de Atormentador da Colina do Cão-lobo, eu colocarei no mapa."
message_end_quest_story_nightshroud_2_1,"A maioria dos Atormentadores se dissiparam após a morte, porém o Vulto Noturno conseguiu engarrafar alguns restos insectóides das criaturas."
message_end_quest_story_nightshroud_2_2,Nós sabemos 'porquê' ele está fazendo isso?
message_end_quest_story_nightshroud_2_3,"Tem algo a ver com uma Podridão que afeta a região, depois ele quer derrotar alguns Espreitadores na Gruta Cristalina ."
message_end_quest_story_nightshroud_3_1,"O Vulto Noturno começou seu experimento com os restos da criatura, ele tem esperanças que isso nos dará alguma pista da origem da Podridão."
message_end_quest_story_nightshroud_3_2,"Eu também espero, pois assim posso voltar para a Guilda quando o cheiro horrível sumir.
"
message_end_quest_story_nightshroud_3_3,"Alojar-me acima da taverna está custando uma fortuna, e parece que eu gasto ainda mais bebendo!"
message_end_quest_story_plagueherald_1_1,Eu não acredito que nós acabamos de salvar uma colméia de Atormentadores. Por que faríamos isso?
message_end_quest_story_plagueherald_1_2,"Bem, lutamos para proteger Portão dos Demônios e seu continente, e estes Atormentadores pacíficos vivem aqui. O Capitão da Guarda até concordou em vigiar outras colmeias de Atormentadores conhecidas após o ataque."
message_end_quest_story_plagueherald_1_3,"Não, nós lutamos para ficarmos ricos. O que ou quem nós salvamos é quem irá nos pagar, e Artomentadores não podem pagar."
message_end_quest_story_plagueherald_1_4,"Na verdade, o Arauto Pestilento disse que sua colmeia o direcionou outra que reside dentro de um antigo templo, o qual possui o conhecimento necessário para completar sua cura — e nós iremos até lá com ele."
message_end_quest_story_plagueherald_1_5,"E antes que vocês perguntem, o templo está infestado de tesouros perdidos que a colmeia não quer mais."
message_end_quest_story_plagueherald_1_6,... Beleza. Eu irei. Mas ficarei com todo tesouro que encontrar.
message_end_quest_story_plagueherald_2_1,"Então deixe me ver se eu entendi. O Arauto Pestilento descobriu o que aconteceu na colméia por COMER INSETOS MORTOS, e então apenas continuou com sua pesquisa?"
message_end_quest_story_plagueherald_2_2,"Não é assim. Atormentadores são nuvens de insetos conscientes. Quando o Arauto Pestilento uniu os insetos mortos à nuvem, eles conseguiram se comunicar."
message_end_quest_story_plagueherald_2_3,Okay... ew. Me desculpe. Eu perguntei. Nós temos o que precisamos pelo menos?
message_end_quest_story_plagueherald_2_4," Sim, o Arauto Pestilento diz que está agora próximo de completar o feitiço. A informação naquele livro é extraordinária! "
message_end_quest_story_plagueherald_2_5,"O Arauto Pestilento também disse que os Savvas e os Humanos limparam a colmeia e posicionaram armadilhas juntos, mas então os humanos atacaram os Savvas quando ficaram sozinhos."
message_end_quest_story_plagueherald_2_6,Hmm... Nada sobre o sigilo dos mercenérios entretanto? Talvez alguns bêbados no O Esquilo Espatifado podem saber de algo. É tudo que eu tenho.
message_end_quest_story_plagueherald_3_1,"Pelo visto, alguém pagou bem estes mercenários secretos para destruir as Colmeias de Atormentadores por todo Portão dos Demônios e além."
message_end_quest_story_plagueherald_3_2,"Estranhamente, não são apenas Atormentadores. Valrath, Savvas, Inox e Quatryl são também mencionados como ambos alvos e mercenários. Nós contamos ao Capitão da Guarda."
message_end_quest_story_plagueherald_3_3,"Ele nos convidou para discutir o assunto em um armazém do distrito Antigo Financeiro, a Guarda da Cidade recentemente começou a investigar."
message_end_quest_story_plagueherald_3_4,"Mas dado a infiltração da Guarda da Cidade, eu acho que devemos aprender mais sobre esses mercenários antes de visitar um armazém isolado potencialmente cheio de seus agentes."
message_end_quest_story_quartermaster_1_1,"Eu não tenho certeza como Cadáveres Vivos chegaram até um ninho Vermling, mas pelo menos podemos investigar o Refúgio do Portão dos Demônios agora."
message_end_quest_story_quartermaster_1_2,Por que você nunca me leva em algum lugar legal?
message_end_quest_story_quartermaster_1_3,Eu também informei Portão dos Demônios da morte do guarda. Eu suspeitei que eles teriam uma palavra com as tropas da Cidade Baixa.
message_end_quest_story_quartermaster_2_1,"Eu estudei a substância verde que vocês recuperaram do Refúgio. Ela é apenas encontrada em Kailej, dentro de uma caverna que o povo daqui acredita ser amaldiçoada. "
message_end_quest_story_quartermaster_2_2,"Primeiro um refúgio ancião vazio, agora uma caverna amaldiçoada..."
message_end_quest_story_quartermaster_2_3,"Você sabe que esses são os lugares que somos pagos para entrar, né?"
message_end_quest_story_quartermaster_2_4,Não significa que eu tenho que gostar.
message_end_quest_story_quartermaster_3_1,A floresta que vocês descobriram coincide com um antigo mito Inox sobre um santuário oculto que fortalece seus residentes. É uma descoberta acadêmica inovadora.
message_end_quest_story_quartermaster_3_2,"O artefato é similarmente intrigante. É um hemisfério, com um design estranho gravado nele, aos lados uma frase em um dialeto antigo Valrath."
message_end_quest_story_quartermaster_3_3,"Se lê: ""Pescoços abrem como teu fim, mas comece sorridente. Aproxime-se de mim, pois teu corpo me servirá sempre"" "
message_end_quest_story_quartermaster_3_4,"Nem eu ou o Contramestre sabemos uma coisa sobre isso. Nós precisamos solucionar isso antes de sermos pa— er, antes de encontrarmos o esotque. Isso provavelmente irá nos levar ao nosso ladrão."
message_end_quest_story_sawbones_1_1,"Depois de ter a Feiticeira removendo magicamente tanto sangue quanto ela podia, eu dei uma olhada no livro do Cultista. Que se revelou um diário."
message_end_quest_story_sawbones_1_2,"Oh o quê, ela amaldiçoou a cidade com uma fúria de coração partido porque seu ex era dos Ermos da Espiral Demoníaca?"
message_end_quest_story_sawbones_1_3,"Quase. Um dos sapateiros locais arruinou suas botas favoritas, na verdade. Mas a maldição local foi apenas um efeito colateral. Se o diário for verdadeiro, este ritual era um feitiço de fortalecimento, dirigido a algo mais sinistro ocorrendo dentro do Asilo Rocha Negra."
message_end_quest_story_sawbones_1_4,Ótimo. Então salvamos a vila e acabamos indo direto para a prisão de qualquer maneira ...
message_end_quest_story_sawbones_2_1,"Bem, isso foi estranho. O ritual de suicídio por mercenário definitivamente não é algo que vimos antes."
message_end_quest_story_sawbones_2_2,"Tem mais. De acordo com a carta do Inox, os Garras Vermelhas convidaram sua tribo para ajudá-los a concluir este ritual para destruir Sapalplano, em um esforço para incapacitar a magia de cura do Portão dos Demônios."
message_end_quest_story_sawbones_2_3,"Espere, não é esse o negócio da Escola do Grande Carvalho? Por que mirar em Sapalplano?"
message_end_quest_story_sawbones_2_4,"Sapalplano é o lar dos melhores curandeiros da Escola, incluindo seu Serraossos. Nossos curandeiros até guardam secretamente todos os seus textos antigos no salão da vila, para o caso de um acidente na Escola."
message_end_quest_story_sawbones_2_5,"Bem, as coisas ficaram sérias rapidamente. Devemos proteger a cidade."
message_end_quest_story_scoundrel_1_1,Eu ouvi que o Escudo do Sul colocou uma recompensa na cabeça de um grande e velho Inox que vêm liderando ataques na vila. Ele pode ser o cara para você. Irei marcar a vila em seu mapa.
